[2024-10-25 10:10:25] info: 	z2m: Logging to console, file (filename: log.log)
[2024-10-25 10:10:25] debug: 	z2m: Loaded state from file /app/data/state.json
[2024-10-25 10:10:25] info: 	z2m: Starting Zigbee2MQTT version 1.40.1 (commit #403d3c0)
[2024-10-25 10:10:25] info: 	z2m: Starting zigbee-herdsman (0.57.3)
[2024-10-25 10:10:25] debug: 	z2m: Using zigbee-herdsman with settings: '"{\"network\":{\"panID\":7408,\"extendedPanID\":[147,117,108,179,238,76,140,47],\"channelList\":[11],\"networkKey\":\"HIDDEN\"},\"databasePath\":\"/app/data/database.db\",\"databaseBackupPath\":\"/app/data/database.db.backup\",\"backupPath\":\"/app/data/coordinator_backup.json\",\"serialPort\":{\"path\":\"/dev/ttyACM0\",\"adapter\":\"ember\"},\"adapter\":{\"concurrent\":null,\"delay\":null,\"disableLED\":false}}"'
[2024-10-25 10:10:25] debug: 	zh:adapter: Path '/dev/ttyACM0' is valid for 'EmberAdapter'
[2024-10-25 10:10:25] info: 	zh:ember: Using default stack config.
[2024-10-25 10:10:25] debug: 	zh:controller: Starting with options '{"network":{"networkKeyDistribute":false,"networkKey":"HIDDEN","panID":7408,"extendedPanID":[147,117,108,179,238,76,140,47],"channelList":[11]},"serialPort":{"path":"/dev/ttyACM0","adapter":"ember"},"adapter":{"disableLED":false,"concurrent":null,"delay":null},"databasePath":"/app/data/database.db","databaseBackupPath":"/app/data/database.db.backup","backupPath":"/app/data/coordinator_backup.json"}'
[2024-10-25 10:10:25] info: 	zh:ember: ======== Ember Adapter Starting ========
[2024-10-25 10:10:25] info: 	zh:ember:ezsp: ======== EZSP starting ========
[2024-10-25 10:10:25] info: 	zh:ember:uart:ash: ======== ASH Adapter reset ========
[2024-10-25 10:10:25] info: 	zh:ember:uart:ash: RTS/CTS config is off, enabling software flow control.
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: Opening serial port with {"path":"/dev/ttyACM0","baudRate":115200,"rtscts":false,"autoOpen":false,"parity":"none","stopBits":1,"xon":true,"xoff":true}
[2024-10-25 10:10:25] info: 	zh:ember:uart:ash: Serial port opened
[2024-10-25 10:10:25] info: 	zh:ember:uart:ash: ======== ASH starting ========
[2024-10-25 10:10:25] error: 	zh:ember:uart:ash: Received frame with CRC error
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: <--- [FRAME type=ERROR]
[2024-10-25 10:10:25] error: 	zh:ember:uart:ash: Received ERROR from adapter while connecting, with code=ERROR_EXCEEDED_MAXIMUM_ACK_TIMEOUT_COUNT.
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: ---> [FRAME type=RST]
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 0/2500
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 100/2500
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 200/2500
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 300/2500
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 400/2500
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 500/2500
[2024-10-25 10:10:25] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 600/2500
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 700/2500
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 800/2500
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 900/2500
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: Waiting for RSTACK... 1000/2500
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=RSTACK]
[2024-10-25 10:10:26] info: 	zh:ember:uart:ash: ======== ASH connected ========
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=0](ackRx=0)
[2024-10-25 10:10:26] info: 	zh:ember:uart:ash: ======== ASH started ========
[2024-10-25 10:10:26] info: 	zh:ember:ezsp: ======== EZSP started ========
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: ===> [FRAME: ID=0:"VERSION" Seq=0 Len=4]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=0 frmRx=0](ackRx=0)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=1](ackRx=0 frmTx=1)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=1 frmNum=0](frmRx=0) Added to rxQueue
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=1](ackRx=1)
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: <=== [FRAME: ID=0:"VERSION" Seq=0 Len=7]
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: ===> [FRAME: ID=0:"VERSION" Seq=1 Len=6]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=1 frmRx=1](ackRx=1)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2](ackRx=1 frmTx=2)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=2 frmNum=1](frmRx=1) Added to rxQueue
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=2](ackRx=2)
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: <=== [FRAME: ID=0:"VERSION" Seq=1 Len=9]
[2024-10-25 10:10:26] info: 	zh:ember: Adapter EZSP protocol version (13) lower than Host. Switched.
[2024-10-25 10:10:26] debug: 	zh:ember: Adapter info: EZSPVersion=13 StackType=2 StackVersion=29760
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: ===> [FRAME: ID=170:"GET_VALUE" Seq=2 Len=6]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=2 frmRx=2](ackRx=2)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=3](ackRx=2 frmTx=3)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=3 frmNum=2](frmRx=2) Added to rxQueue
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=3](ackRx=3)
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: <=== [FRAME: ID=170:"GET_VALUE" Seq=2 Len=14]
[2024-10-25 10:10:26] info: 	zh:ember: Adapter version info: {"ezsp":13,"revision":"7.4.4 [GA]","build":0,"major":7,"minor":4,"patch":4,"special":0,"type":170}
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: ===> [FRAME: ID=83:"SET_CONFIGURATION_VALUE" Seq=3 Len=8]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=3 frmRx=3](ackRx=3)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=4](ackRx=3 frmTx=4)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=4 frmNum=3](frmRx=3) Added to rxQueue
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=4](ackRx=4)
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: <=== [FRAME: ID=83:"SET_CONFIGURATION_VALUE" Seq=3 Len=6]
[2024-10-25 10:10:26] debug: 	zh:ember: [EzspConfigId] SET 'TRUST_CENTER_ADDRESS_CACHE_SIZE' TO '2' with status=OK.
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: ===> [FRAME: ID=83:"SET_CONFIGURATION_VALUE" Seq=4 Len=8]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=4 frmRx=4](ackRx=4)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=5](ackRx=4 frmTx=5)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=5 frmNum=4](frmRx=4) Added to rxQueue
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=5](ackRx=5)
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: <=== [FRAME: ID=83:"SET_CONFIGURATION_VALUE" Seq=4 Len=6]
[2024-10-25 10:10:26] debug: 	zh:ember: [EzspConfigId] SET 'INDIRECT_TRANSMISSION_TIMEOUT' TO '7680' with status=OK.
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: ===> [FRAME: ID=83:"SET_CONFIGURATION_VALUE" Seq=5 Len=8]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=5 frmRx=5](ackRx=5)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=6](ackRx=5 frmTx=6)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=6 frmNum=5](frmRx=5) Added to rxQueue
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=6](ackRx=6)
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: <=== [FRAME: ID=83:"SET_CONFIGURATION_VALUE" Seq=5 Len=6]
[2024-10-25 10:10:26] debug: 	zh:ember: [EzspConfigId] SET 'MAX_HOPS' TO '30' with status=OK.
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: ===> [FRAME: ID=83:"SET_CONFIGURATION_VALUE" Seq=6 Len=8]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=DATA frmTx=6 frmRx=6](ackRx=6)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA]
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=7](ackRx=6 frmTx=7)
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: <--- [FRAME type=DATA ackNum=7 frmNum=6](frmRx=6) Added to rxQueue
[2024-10-25 10:10:26] debug: 	zh:ember:uart:ash: ---> [FRAME type=ACK frmRx=7](ackRx=7)
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: <=== [FRAME: ID=83:"SET_CONFIGURATION_VALUE" Seq=6 Len=6]
[2024-10-25 10:10:26] debug: 	zh:ember: [EzspConfigId] SET 'SUPPORTED_NETWORKS' TO '1' with status=OK.
[2024-10-25 10:10:26] debug: 	zh:ember:ezsp: ===> [FRAME: ID=85:"SET_POLICY" Seq=7 Len=7]
